UrlName	Name	LastUpdated	OSType	BasedOn	Origin	Architecture	Desktop	Category	Status	Popularity	Description
blueonyx	BlueOnyx	2024-02-02 02:44 UTC	Linux	centos	Italy	x86_64	No Desktop;WebUI	Server 	Active	238 (27 hits per day)	BlueOnyx is a server distribution based on AlmaLinux OS, Rocky Linux and CentOS. It is the mission of BlueOnyx to provide a fully-integrated Internet hosting platform that includes web, e-mail, DNS and file transfer services from a simple, user-friendly web-based interface that is easily installed on commodity hardware or virtual private server.
canaima	Canaima GNU/Linux	2024-02-02 02:44 UTC	Linux	debian	Venezuela	i386;x86_64	GNOME;KDE Plasma;LXDE;MATE;Xfce	Desktop;Live Medium 	Active	239 (27 hits per day)	Canaima GNU/Linux is a Venezuelan desktop distribution based on Debian GNU/Linux. It is primarily designed as a solution for the computers of National Public Administration in accordance with the presidential decree number 3.390 about the use of free technologies in National Public Administration in the country.
commodore	Commodore OS Vision	2024-02-02 02:44 UTC	Linux	mx	USA	x86_64	MATE	Desktop;Live Medium 	Active	240 (27 hits per day)	Commodore OS Vision is a 64-bit Linux distribution which was originally based on Linux Mint and is now an unofficial spin of MX Linux. This distribution was created for Commodore enthusiasts and people who appreciate a retro style interface. Commodore OS Vision uses the MATE desktop interface and features a retro look and effects. It has a classic Commodore slant with a selection of applications reminiscent of their classic Amiga counterparts.
diamond	Diamond Linux-TT	2024-02-02 02:44 UTC	Linux	debian	Germany	x86_64	KDE Plasma	Desktop;Live Medium 	Active	241 (27 hits per day)	Diamond Linux-TT is a desktop Linux distribution based on Debian's Stable branch. The distribution features the KDE Plasma desktop with an eye toward making the interface look more familiar to former Windows users.
plamo	Plamo Linux	2024-02-02 02:44 UTC	Linux	slackware	Japan	x86_64	LXDE;LXQt;MATE;Xfce	Desktop;Server 	Active	242 (27 hits per day)	Plamo Linux is a Japanese Linux distribution based on Slackware Linux. The installer, and many text-based and graphical tools have been updated to include Japanese language support.
springdale	Springdale Linux	2024-02-02 02:44 UTC	Linux	redhat	USA	i386;x86_64	GNOME	Desktop;Server 	Active	243 (27 hits per day)	"Springdale Linux (formerly PUIAS Linux) is a complete operating system for desktops and servers, built by compiling the source packages for Red Hat Enterprise Linux. Besides these upstream packages, the project also provides several other repositories: ""Addons"" which contains additional packages not included in a stock Red Hat distribution, ""Computational"" which carries software specific to scientific computing, and ""Unsupported"" which holds various experimental packages. The distribution is maintained by the Institute for Advanced Study and Princeton University in the USA."
supergrub	Super Grub2 Disk	2024-02-02 02:44 UTC	GRUB	independent	Spain	i386;x86_64	Data Rescue;Live Medium;Specialist 	Active	244 (27 hits per day)	Super Grub2 Disk is a live CD that helps the user to boot into almost any operating system even if the system cannot boot into it by normal means. This allows a user to boot into an installed operating system if their GRUB installation has been overwritten, erased or otherwise corrupted. Super Grub2 Disk can detect installed operating systems and provide a boot menu which allows the user to boot into their desired operating system. Super Grub2 Disk is not an operating system itself, but a live boot loader which can be run from a CD or USB thumb drive.	250 (27)
baruwa	Baruwa Enterprise Edition	2024-02-02 02:44 UTC	Linux	fedora;centos	South Africa	x86_64	No Desktop;WebUI	Server 	Active	245 (26 hits per day)	Baruwa Enterprise Edition is a CentOS-based, commercial Linux distribution delivering fully-fledged mail security solutions. It provides protection from spam, viruses, phishing attempts and malware. It is designed for organizations of any size from small to medium businesses to large service providers, carriers and enterprises. Baruwa Enterprise Edition works with any standard SMTP server and it comes with automated installation and configuration management tools. The web-based management interface is implemented using web 2.0 features (AJAX) and available in over 25 languages. Also included is reporting functionality with an easy-to-use query builder and advanced search options.
freedombox	FreedomBox	2024-02-02 02:44 UTC	Linux	debian	Global	armhf;i686;x86_64	WebUI	Server 	Active	246 (26 hits per day)	FreedomBox is a Debian-based distribution, primarily used as a server operating system for home users. FreedomBox supports point-and-click settings up a number of services ranging from a calendar or jabber server to a wiki or VPN through a web interface. Firewall, domain names, user accounts, backups, and Btrfs snapshots can also be managed through a simple web-based control centre.
hamonikr	HamoniKR	2024-03-04 13:34 UTC	Linux	debian;ubuntu;mint	South Korea	x86_64	Cinnamon	Desktop;Live Medium 	Active	247 (26 hits per day)	HamonirKR is a Korean Linux distribution based on Linux Mint's Ubuntu branch. It features the Cinnamon desktop environment. The distribution includes Korean localization and educational software to be used in schools.
nst	Network Security Toolkit	2024-02-02 02:44 UTC	Linux	fedora	USA	x86_64	Fluxbox;MATE;Openbox	Live Medium;Security 	Active	248 (26 hits per day)	Network Security Toolkit (NST) is a bootable live disc based on the Fedora distribution. The toolkit was designed to provide easy access to best-of-breed open source network security applications and should run on most x86 platforms. The main intent of developing this toolkit was to provide the network security administrator with a comprehensive set of open source network security tools. What we find rather fascinating with NST is that we can transform most x86_64 systems into a system designed for network traffic analysis, intrusion detection, network packet generation, wireless network monitoring, a virtual system service server, or a sophisticated network/host scanner.
porteus	Porteus	2024-02-02 02:44 UTC	Linux	slackware	Ireland	i586;x86_64	Cinnamon;GNOME;KDE Plasma;LXDE;LXQt;MATE;Openbox;Xfce	From RAM;Live Medium 	Active	134 (65 hits per day)	Porteus is a fast, portable and modular live CD/USB medium based on Slackware Linux. The distribution started as a community remix of Slax, another Slackware-based live CD, with KDE 3 as the default desktop for the i486 edition and a stripped-down KDE 4 as the desktop environment for the x86_64 flavour. There are now several desktop flavours of the distribution, which include editions running Cinnamon, GNOME, KDE Plasma, LXQt, MATE, and Xfce.
uruk	Uruk GNU/Linux	2024-02-02 02:44 UTC	Linux	debian;pureos	Iraq	x86_64	Cinnamon;MATE	Free Software;Desktop;Live Medium 	Active	250 (26 hits per day)	Uruk GNU/Linux is a free software desktop distribution based on Trisquel. It follows the licensing guidelines of the Free Software Foundation. Uruk primarily uses .deb package files, but strives to support a wide range of package formats, including .rpm files.
elearnix	eLearnix	2024-02-02 02:44 UTC	Linux	debian;mint	Canada	x86_64	Xfce	Education;Live Medium 	Active	251 (25 hits per day)	eLearnix (also known as Freeleader Linux) is a self contained, Linux-based, tutorial operating system that comes on a USB/DVD instead of a book. We give you the instructions to burn the ISO file and load the whole thing absolutely and positively free. The only way to learn Linux is by running it! eLearnix was based on Slackware Linux, but recent versions are based on Linux Mint.
max	MAX: Madrid_Linux	2024-03-23 01:36 UTC	Linux	debian;ubuntu	Spain	x86_64	MATE	Desktop;Education;Live Medium 	Active	252 (25 hits per day)	Madrid_Linux, or MAX for short, is an GNU/Linux distribution created by the Council of Education of Madrid, Spain. It is a live operating system based on Ubuntu. Besides the ability to boot the operating system on any computer, the distribution includes a graphical installer with an option to resize FAT or NTFS partition and create space for installing MAX on a hard disk.
nexentastor	NexentaStor	2024-02-02 02:44 UTC	Solaris	opensolaris	USA	i386;x86_64	No desktop	Specialist;UNIX 	Active	253 (25 hits per day)	"NexentaStor is an enterprise-class unified storage solution built upon the foundation of the open-source file system Nexenta Core Platform, including the ZFS file system. NexentaStor adds to the open source foundation a complete set of managed features, including ZFS and synchronous block level replication, integrated search, console and graphical user interfaces, and optional advanced features, such as management of storage for leading virtualised environments, enhanced mapping and management for Fiber Channel and iSCSI environments, and active/active high availability. A free ""developer's edition"" based on the most recent stable Nexenta Core Platform is available free of charge for users with less than 4 terabyte of used disk space."
pld	PLD Linux Distribution	2024-05-01 16:20 UTC	Linux	independent	Poland	i686;x86_64	Blackbox;Fluxbox;GNOME;IceWM;KDE;WMaker;Xfce	Desktop;Server 	Active	254 (25 hits per day)	PLD Linux Distribution is a free, RPM-based Linux distribution, aimed at the more advanced users and administrators, who accept the trade-offs of using a system that might require manual tweaking in exchange for flexibility. Simultaneous support for a wide variety of architectures and non-conservative approach to RPM usage provide the users with a consistent environment on almost all available architectures.
slint	Slint	2024-02-02 02:44 UTC	Linux	slackware	France	x86_64	LXQt;MATE	Assistive;Desktop 	Active	255 (25 hits per day)	Slint is a Slackware Linux-based distribution for 64-bit (x86_64) machines. The distribution is intended to be used by people who are visually impaired. The distribution ships with a screen reader built-in which can even be used during the installation process.
yunohost	YunoHost	2024-02-02 02:44 UTC	Linux	debian	France	armhf;i686;x86_64	No Desktop;WebUI	Server 	Active	256 (25 hits per day)	YunoHost is a Debian-based distribution which strives to make it easy to quickly set up a server and host web applications. The distribution can be managed through a custom command line utility or through a web-based administration panel.
austrumi	AUSTRUMI	2024-04-05 14:18 UTC	Linux	slackware	Latvia	x86_64	FVWM	Data Rescue;Desktop;From RAM;Live Medium 	Active	257 (24 hits per day)	AUSTRUMI (Austrum Latvijas Linukss) is a bootable live Linux distribution based on Slackware Linux. It requires limited system resources and can run on any Intel-compatible system with a CD-ROM installed. The entire operating system and all of the applications run from RAM, making AUSTRUMI a fast system and allowing the boot medium to be removed after the operating system starts.
karoshi	Karoshi	2024-02-02 02:44 UTC	Linux	debian;ubuntu	United Kingdom	i386;x86_64	Xfce	Education;Live Medium 	Active	258 (24 hits per day)	Karoshi is a free and open source school server operating system developed by the Linux Schools project and based on Ubuntu. Karoshi provides a simple graphical interface that allows for quick installation, setup and maintenance of a network.
kwort	Kwort Linux	2024-02-02 02:44 UTC	Linux	crux	Argentina	x86_64	Openbox	Desktop 	Active	259 (24 hits per day)	Kwort is a CRUX-based Linux distribution that uses the GTK+ toolkit and the Openbox window manager. Its most prominent feature is a package manager, called kpkg, for retrieving packages from download mirrors.
pakos	PakOS	2024-02-02 02:44 UTC	Linux	debian	Pakistan	x86_64	LXQt	Desktop;Live Medium 	Active	260 (24 hits per day)	PakOS is a Debian-based, desktop Linux distribution. The project aims to supply software and tools that will be useful for the people of Pakistan, though the distribution runs well in other regions and includes multi-language support. The project ships with LXQt as the default desktop and pre-installs many desktop applications and security tools.
paldo	paldo GNU/Linux	2024-05-01 03:20 UTC	Linux	independent	Switzerland	x86_64	GNOME;IceWM;Xfce	Data Rescue;Live Medium 	Active	261 (24 hits per day)	paldo is a hybrid (source and binary), Upkg-driven GNU/Linux distribution and live CD. Besides aiming to be simple, pure, up-to-date and standards-compliant, paldo offers automatic hardware detection, one application per task, and a standard GNOME desktop.
selks	SELKS	2024-02-02 02:44 UTC	Linux	debian	France	x86_64	Xfce	Live Medium;Security 	Active	262 (24 hits per day)	SELKS, a product of Stamus Networks, is a Debian-based live distribution designed for network security management. It provides a complete and ready-to-use Suricata IDS/IPS ecosystem with its own graphic rule manager. The system also includes Kibana IDS/NSM dashboards (for visualising logs and other time-stamped data) a Scirius (a rules management interface for Suricata). SELKS is released under the GNU GPLv3 licence.
skudonet	Skudonet	2024-02-02 02:44 UTC	Linux	debian	Spain	x86_64	No Desktop;WebUI	Server;Specialist 	Active	263 (24 hits per day)	Skudonet is a load balancer and application delivery system based on Debian. Originally forked from Zevenet, the platform provides HTTP and HTTPS connections for web applications as well as load balancing services for TCP and UDP traffic. Skudonet is available in community and commercially supported editions.
turnkey	TurnKey Linux	2024-02-02 02:44 UTC	Linux	debian	USA	x86_64	No Desktop	Server 	Active	264 (24 hits per day)	TurnKey Linux is a Debian-based virtual appliance library that integrates some of the best open-source software into ready-to-use solutions. Each virtual appliance is optimised for ease of use and can be deployed in just a few minutes on bare metal, a virtual machine and in the cloud. The growing list of virtual appliances, each of which is available as a CD image or virtual machine image, include Bugzilla, Django, Drupal, File Server, Joomla, LAMP, Magento, Mantis, MediaWiki, MoinMoin, Moodle, MovableType, MySQL, Openbravo, phpBB, PostgreSQL, ProjectPier, Rails, Revision Control, StatusNet, Apache Tomcat, Torrent Server, Trac, TWiki, vtiger, WordPress, Zimra and others.
volumio	Volumio	2024-02-02 02:44 UTC	Linux	raspios	Italy	armhf;i386	No Desktop	Raspberry Pi 	Active	265 (24 hits per day)	Volumio (formerly RaspyFi) is a Debian-based distribution originally made for the Raspberry Pi single-board computer, but later expanded to other embedded devices, including CuBox, BeagleBone Black and UDOO. It aims to fully integrate Music Player Daemon, an open-source music player server, into the current Debian releases and to optimise it for Audiophile-quality music playback. Volumio also makes it simple to play music library directly from a USB storage device or from any network-attached storage and it also enables users to listen to web-based radio stations from Spotify, Last.fm and SoundCloud. Starting in October 2014 the project no longer provided a complete Linux distribution; instead it develops Volumio as a music player application only which it makes available for various platforms. The Volumio distribution resumed development in 2016 and is available for x86 computers as well as several ARM devices.
freepbx	FreePBX	2024-02-02 02:44 UTC	Linux	centos	USA	x86_64	No Desktop;WebUI	Server;Telephony 	Active	266 (23 hits per day)	FreePBX (formerly AsteriskNOW) is a Linux distribution with an open-source, web-based graphical user interface that controls and manages Asterisk (PBX), an open source communication server. FreePBX is licensed under the GNU General Public License (GPL). FreePBX can be installed manually or as part of the pre-configured FreePBX distribution that includes the operating system, Asterisk, FreePBX GUI and assorted dependencies. FreePBX is based on the CentOS distribution while maintaining its own software repositories. The distribution is free to download and install with support offered through a paid subscription.
smeserver	SME Server	2024-02-02 02:44 UTC	Linux	fedora;centos	USA	x86_64	No Desktop;WebUI	Server 	Active	267 (23 hits per day)	"SME Server (known as e-smith at the time) was founded in January 1999 by Joseph and Kim Morrison. The company introduced the first version of its flagship software product, the e-smith server and gateway, in April 1999. By the end of the year, many thousands of e-smith servers were running in countries from Fiji to Finland. Word was spreading quickly among developers and systems integrators who needed a solid, easy-to-use server for their small-business customers. In July 2001, e-smith was acquired by Mitel Networks, but was later released as an open-source product under the GPL licence. In May 2013 a new not-for-profit organisation was set up to manage SME server. Due to copyright issues it was named Koozali SME Server Inc. The word ""Koozali"" approximates to Swahili for ""rebirth"". Future versions will use this name. The distribution, which is based on CentOS, is currently entirely funded by donations."
ob2d	OB2D Linux	2024-02-02 02:44 UTC	Linux	debian	Taiwan	x86_64	Xfce	Server 	Active	268 (22 hits per day)	OB2D Linux (formerly B2D Linux) is a Debian-based Linux distribution developed in Taiwan, with user environment and read/write support for traditional Chinese.
omoikane	ARMA aka Omoikane GNU/Linux	2024-02-02 02:44 UTC	Linux	debian	Japan	x86_64	GNOME	Desktop 	Active	269 (22 hits per day)	"Omoikane GNU/Linux, known as OGL, is a Japanese distribution based on Debian's testing branch. It has a user friendly installer based on Scheme and GTK+. The commercial branch of the Omoikane GNU/Linux is knows as ARMA - it includes the most popular Japanese input method ""ATOK"", RICHO True Type Fonts and other features. A free version of OGL, containing fewer packages, is available from FTP servers and mirrors."
rds	Raspberry Digital Signage	2024-02-02 02:44 UTC	Linux	raspios	Italy	armhf	Chromium	Raspberry Pi 	Active	272 (20 hits per day)	Raspberry Digital Signage is an operating system designed for digital signage installations on the Raspberry Pi: it displays a full-screen browser view restricted to a specified resource. It shows web pages from an Internet, local area network or internal (SD-card contained) sources; there is no way to escape this view but rebooting the machine.
maid	mAid	2024-04-30 14:21 UTC	Linux	manjaro	Germany	x86_64	Budgie	Desktop;Live Medium 	Active	Not ranked	mAid (previously known as FWUL - Forget Windows Use Linux) is a desktop Linux distribution based on Manjaro Linux and featuring the Budgie desktop.  The main purpose of the project is to build a small, fast, light and hassle-free distribution for working with Android devices. It comes with a custom installation program, a cross-platform remote control utility, some Android tools, and many standard Linux applications.
abuledu	AbulÉdu	2024-02-02 02:44 UTC	Linux	debian;ubuntu	France	i386	GNOME;MATE	Education;Live Medium;Server;Thin Client 	Discontinued (defined)	Not ranked	AbulÉdu is a French Linux distribution, specifically designed for children and educational institutions. Originally based on Mandrake and Mandriva Linux, all the recent releases have been based on Ubuntu.
academix	AcademiX GNU/Linux	2024-03-08 04:36 UTC	Linux	debian	Romania	x86_64	MATE	Education;Live Medium 	Dormant (defined)	Not ranked	AcademiX GNU/Linux is a Debian Stable-based distribution which works with software which can be used at all levels of education from grade schools through to university. AcademiX includes an installation utility (called EDU) that can be used to install a variety of applications in mathematics, physics, chemistry, geography, biology, statistics, electronics, amateur radio, graphics, office, programming - which are accompanied by virtual interactive labs. The distribution uses the MATE desktop by default.
adamantix	Adamantix	2024-02-02 02:44 UTC	Linux	debian	Netherlands	i386	GNOME;KDE	Server;Security 	Discontinued (defined)	Not ranked	The Adamantix project (formerly known as Trusted Debian) aims to create a highly secure but usable Linux platform. To accomplish this, the project will use currently available security solutions for Linux (like kernel patches, compiler patches, security related programs and techniques) and knit these together to a highly secure Linux platform.
adios	ADIOS Linux Boot CD	2024-02-02 02:44 UTC	Linux	fedora	Australia	i586	IceWM;KDE	Education;Security 	Discontinued (defined)	Not ranked	ADIOS boot CD is a Fedora-based live and installation CD with support for User Mode Linux (UML) virtual machines, further enhanced by Linux Intrusion Detection System (LIDS) and SELinux (Security Enhanced Linux). The live CD, which includes the KDE desktop environment, uses a compressed loopback filesystem.
agilia	AgiliaLinux	2024-02-02 02:44 UTC	Linux	independent	Russia	i686;x86_64	KDE	Desktop;Server 	Discontinued (defined)	Not ranked	AgiliaLinux is a Russian community distribution with roots in Slackware Linux. It features a custom text-mode system installer with installation classes, an advanced package manager called mpkg, and support for several popular desktop environments.
aleader	Aleader	2024-02-02 02:44 UTC	Linux	knoppix	USA	i386	KDE	Live Medium 	Discontinued (defined)	Not ranked	Aleader is a bootable live CD based on Knoppix. The Aleader software combines a video player, affective indexing, and psychometric tools into an easy to use GUI. Aleader can already test how consistently you can witness what is going on in a film. However, empirical verification of our methods is still in the early stages.
alinex	Alinex	2024-02-02 02:44 UTC	Linux	debian;ubuntu	Portugal	i386	GNOME	Desktop;Education 	Discontinued (defined)	Not ranked	Alinex, developed by the Universidade de Évora, is a Ubuntu-based Portuguese Linux distribution designed for the students of the university. It includes an easy installation program, complete localisation into Portuguese, and all the necessary software the university students might need to develop new applications.
alinux	aLinux	2024-02-02 02:44 UTC	Linux	independent	Canada	i686	AfterStep;Fluxbox;IceWM;KDE;WMaker;Xfce	Desktop;Live Medium 	Discontinued (defined)	Not ranked	aLinux (formerly Peanut Linux) is an independently developed Linux distribution with RPM package management.
alixe	AliXe	2024-02-02 02:44 UTC	Linux	slackware;slax	Canada	i486	IceWM	Live Medium 	Discontinued (defined)	Not ranked	AliXe is a SLAX-based, desktop-oriented live CD with the goal of promoting Linux among the French-speaking public of the Québec province in Canada.
amaroklive	Amarok Live	2024-02-02 02:44 UTC	Linux	mandriva	USA	i586	KDE	Live Medium;Specialist 	Discontinued (defined)	Not ranked	amaroK Live is a stripped-down live CD of the GNU/Linux operating system, based on PCLinuxOS, with a fully functional amaroK music player. It is meant to display the features and power of amaroK. The goals of this project are: create something cool to promote amaroK, offer an easy way to introduce people to amaroK, provide a way to demonstrate the new features of amaroK when a suitable Linux installation is not available, and make it easy to remaster the live CD.
amber	Amber Linux	2024-02-02 02:44 UTC	Linux	debian	Latvia	i486	GNOME;KDE	Desktop;Live Medium 	Discontinued (defined)	Not ranked	Amber Linux is a Latvian Linux distribution based on Debian GNU/Linux. It aims at being the first business desktop Linux distribution that is tailored specifically to the needs of Latvian users. Features include automatic hardware detection and storage device mounting; GNOME as the default desktop environment; OpenOffice.org as the default office applications suite; Hansa Financials accounting software.
anarchy	Anarchy Installer	2024-02-02 02:44 UTC	Linux	arch	USA	x86_64	Budgie;Cinnamon;GNOME;Openbox;Xfce	Desktop;Server 	Discontinued (defined)	Not ranked	Anarchy Installer (formerly Anarchy Linux) provides a text-based installer to help set up and customize an Arch Linux based operating system. The installer provides quick access to multiple desktop environments and custom configurations.
androidx86	Android-x86	2024-02-02 02:44 UTC	Linux	androidx86	USA	i686;x86_64	Android	Desktop;Live Medium 	Dormant (defined)	Not ranked	Android-x86 is an unofficial initiative to port Google's Android mobile operating system to run on devices powered by Intel and AMD x86 processors, rather than RISC-based ARM chips. The project began as a series of patches to the Android source code to enable Android to run on various netbooks and ultra-mobile PCs, particularly the ASUS Eee PC.
ankur	Ankur Bangla	2024-02-02 02:44 UTC	Linux	debian;ubuntu	Bangladesh	i386	GNOME	Desktop;Live Medium 	Discontinued (defined)	Not ranked	Ankur Bangla is a desktop Linux distribution localised into Bengali. The project's earlier versions were based on Mandriva Linux, but later it switched to Ubuntu as its preferred base.
annvix	Annvix	2024-02-02 02:44 UTC	Linux	mandriva	Canada	i586;x86_64	No desktop	Server;Security 	Discontinued (defined)	Not ranked	Annvix is a secure Linux server operating system based on Mandriva Linux. It features a number of security enhancements, such as SELinux, GCC patched with SSP stack protection, supervise-controlled services, and other features.
annyung	AnNyung Linux	2024-02-02 02:44 UTC	Linux	fedora	South Korea	i686	No Desktop	Server 	Discontinued (defined)	Not ranked	"AnNyung is an i686-optimised, server-oriented Korean Linux distribution based on the Red Hat/Fedora technology with added security features. Starting from version 2.0 AnNyung only exists as an add-on to CentOS and Red Hat Enterprise Linux, not as a complete and installable operating system - hence the ""Discontinued"" status."
anonymos	Anonym.OS LiveCD	2024-02-02 02:44 UTC	BSD	openbsd	USA	i386	Fluxbox	Live Medium;Privacy 	Discontinued (defined)	Not ranked	Anonym.OS LiveCD is a bootable live CD based on OpenBSD that provides a hardened operating environment whereby all ingress traffic is denied and all egress traffic is automatically and transparently encrypted and/or anonymised.
antemium	ANTEMIUM Linux	2024-02-02 02:44 UTC	Linux	debian	France	i486	IceWM	Old Computers 	Discontinued (defined)	Not ranked	ANTEMIUM Linux is a French live CD distribution designed for desktops, especially for older computers with only 64 MB of RAM. The window manager is IceWM.
antergos	Antergos	2024-02-02 02:44 UTC	Linux	arch	Spain	x86_64	Cinnamon;GNOME;KDE;MATE;Openbox;Xfce	Desktop;Live Medium 	Discontinued (defined)	Not ranked	Antergos is a modern, elegant and powerful operating system based on Arch Linux. It started life under the name of Cinnarch, combining the Cinnamon desktop with the Arch Linux distribution, but the project has moved on from its original goals and now offers a choice of several desktops, including GNOME 3 (default), Cinnamon, Razor-qt and Xfce. Antergos also provides its own graphical installation program.
antomic	Antomic GNU/Linux	2024-02-02 02:44 UTC	Linux	lfs	India	i386	GNOME	Discontinued (defined)	Not ranked	Antomic is a free operating system. The Antomic GNU/Linux distribution is created with simplicity and adaptability in mind. It's quick to install, setup and boot. The focus is on simplicity and convenience for experienced users. GNOME is used as the desktop environment.	Visitor rating: No visitor rating given yet. Rate this project.
apodio	APODIO	2024-02-02 02:44 UTC	Linux	debian;ubuntu	France	i386	Xfce	Multimedia;Live Medium 	Dormant (defined)	Not ranked	APODIO is a Linux live and installation DVD with a large collection of open source audio and video software, as well as graphical utilities for making system administration as simple and intuitive as possible. It is based on Ubuntu.
apricity	Apricity OS	2024-02-02 02:44 UTC	Linux	arch	USA	i686;x86_64	Cinnamon;GNOME	Desktop;Live Medium;Netbooks 	Discontinued (defined)	Not ranked	Apricity OS is a Linux distribution based on Arch Linux. Apricity features a trimmed down desktop (GNOME or Cinnamon) and provides the ICE Site Specific Browser to integrate web-apps into the desktop environment.
aptosid	aptosid	2024-02-02 02:44 UTC	Linux	debian	USA	i686;x86_64	Fluxbox;KDE;Xfce	Desktop;Live Medium 	Discontinued (defined)	Not ranked	The aptosid distribution is a desktop-oriented operating system and live CD based on the unstable branch of Debian GNU/Linux. Besides full compatibility with its parent, the distribution also offers a custom kernel with support for a wide variety of modern hardware devices, KDE as the default desktop environment, a rolling release cycle, and compliance with Debian's Free Software guidelines.
arabbix	Arabbix	2024-02-02 02:44 UTC	Linux	knoppix	United Arab Emirates	i486	GNOME;Xfce	Live Medium 	Discontinued (defined)	Not ranked	Arabbix is the world's first Arabic Live-CD (run-from-CD) distribution that showcases Arabeyes' and others' accomplishments and results - it includes most of the applications an Arab user might require or need. Arabbix is not only intended to attract new users and to cement the virtues of Open Source and Linux as a fully functional Arabic desktop medium, but is also hoped that it will engrave into people's hearts and minds.
arabian	Arabian Linux	2024-02-02 02:44 UTC	Linux	debian;ubuntu	Jordan	i486	KDE	Live Medium 	Discontinued (defined)	Not ranked	Arabian Linux is a bootable CD containing the Linux operating system. The goal of the project is to build a simple desktop-oriented distribution that can run from a CDROM or hard drive. Arabian Linux is based on Debian GNU/Linux and Ubuntu.
archeos	ArcheOS	2024-02-02 02:44 UTC	Linux	debian	Italy	i386	GNOME	Live Medium;Specialist 	Discontinued (defined)	Not ranked	ArcheOS stands for Archaeological Operating System. It is a GNU/Linux live DVD distribution (versions 1.x based on PCLinuxOS, versions 2 and 3 on Kubuntu, version 4 on Debian GNU/Linux), with specialist software for archaeological purposes.
archie	Archie Live CD	2024-02-02 02:44 UTC	Linux	arch	Singapore	i686	Xfce	Live Medium 	Discontinued (defined)	Not ranked	Archie is a complete live Arch linux system to be run from a CD/USB, built with the KISS philosophy in mind. No packages have been removed to provide a full Arch linux system, yet it delivers the fastest performance with no excessive bloat. Archie uses its own hardware detection tool (lshwd) ideally to support wide range of hardware with low detection time. Archie also provides extended features such as multi-lingual capabilities, nesting capabilities, and hard disk install.
archlabs	ArchLabs Linux	2024-02-02 02:44 UTC	Linux	arch	New Zealand	x86_64	dk	Live Medium 	Discontinued (defined)	Not ranked	ArchLabs is a distribution based on Arch Linux and featuring the Openbox window manager as the primary desktop interface. ArchLabs is a 64-bit, rolling release distribution which provides a live DVD. The distribution can be installed using the AL-Installer system installer.
archstrike	ArchStrike	2024-02-02 02:44 UTC	Linux	arch	USA	x86_64	No desktop	Live Medium;Security 	Dormant (defined)	Not ranked	ArchStrike is a distribution for security professionals and researchers based on Arch Linux. ArchStrike provides an extra repository of security software and is available in Openbox and Minimal 64-bit builds. ArchStrike provides a live desktop environment based on the Openbox window manager.
ares	Ares Desktop	2024-02-02 02:44 UTC	Linux	fedora	USA	i386	KDE	Desktop 	Discontinued (defined)	Not ranked	Ares Desktop is a free operating sytem for people looking for a polished desktop environment for the educational, business desktop and home user fields. Ares Desktop is based on the Fedora Core system. Ares Desktop offers more than just an operating system: It comes with many packages that are used daily by desktop educational, business and home users. All these packages are bundled up in an easy installation program.
arios	AriOS	2024-02-02 02:44 UTC	Linux	debian;ubuntu	Iran	i386;x86_64	GNOME	Beginners;Desktop;Live Medium 	Discontinued (defined)	Not ranked	AriOS is a user-friendly, Ubuntu-based distribution containing extra applications, multimedia codecs, Flash and Java plugins, many tweaks and a unique look and feel.
ark	Ark Linux	2024-02-02 02:44 UTC	Linux	independent	Germany	i586	KDE	Desktop;Beginners 	Discontinued (defined)	Not ranked	Ark Linux is a Linux distribution designed especially for desktop use, primarily for people without prior Linux experience. Its main goal is ease of use, and the inclusion of many tools end users will need. Ark Linux is fully Open Source and Free Software, meaning, basically, you can freely redistribute it in both modified and unmodified form.
arkos	arkOS	2024-02-02 02:44 UTC	Linux	arch	USA	armhf	Raspberry Pi;Server 	Discontinued (defined)	Not ranked	arkOS is a flavour of Arch Linux ARM, a lightweight Linux-based operating system, that runs on embedded devices and standalone servers. arkOS allows you to run websites, email accounts, social networking profiles from its graphical interface. 	Visitor rating: No visitor rating given yet. Rate this project.
artistx	ArtistX	2024-02-02 02:44 UTC	Linux	debian;ubuntu	USA	i386	GNOME;KDE;LXDE;Openbox	Multimedia;Live Medium 	Discontinued (defined)	Not ranked	ArtistX is a Ubuntu-based bootable DVD containing many free multimedia software packages for audio, 2D and 3D graphics, and video production. The goal of this project is to showcase the variety of multimedia software available on the GNU/Linux platform and to enable creative individuals to accomplish their tasks with the help of Free Software.
arudius	Arudius	2024-02-02 02:44 UTC	Linux	slackware;slax	USA	i486	Fluxbox	Forensics 	Discontinued (defined)	Not ranked	Arudius is a live CD Linux distribution based on Slackware Linux, Zenwalk Linux and Linux Live scripts. It contains an extensive set of software tools used by IT security professionals for penetration testing and vulnerability analysis. Its goal is to include the most complete set of useful security tools and still maintain a small footprint.
arya	AryaLinux	2024-02-02 02:44 UTC	Linux	lfs	India	x86_64	GNOME;Xfce	Desktop;Live Medium;Source-based 	Discontinued (defined)	Not ranked	AryaLinux is a source-based GNU/Linux distribution that has been put together using Linux From Scratch (LFS) as a guide. The AryaLinux distribution uses a source/ports style of package management and a custom package manager called alps.
